loop|id|group|activity|descriptiono
2314|CKA|75|training|give it your all this highsupport bra is powered by ultralu our smooth and supportive fabric to keep you comfortable and supported during highimpact workouts
2315|CKB|76|on the move|keep the sweat out of your eyes and your head in the game in this lightweight scrunchie
2316|CKC|23|running|feel fast and free in these barely there sweatwicking run crops made with nulux fabric that is quickdrying sweatwicking and offers lightweight coverage
2317|CKD|13|on the move|modern comfort these  chinoinspired shorts have a  relaxed fit to maximize  mobility while a hidden  drawcord lets you customize  the fit
2318|CKE|92|on the move|this midweight track jacket is made of a merino woolblend fabric for warmth on cold days a brushed interior provides softness against your skin
2319|CKF|43|on the move|the fivepocket jean reinvented these classicfit pants powered by abc technology give you freedom of movement and allday comfortbr
2320|CKG|65|training|conquer all your sweaty goals in these lightweight shorts strategically placed artwork adds extra protection against barbells and branches
2321|CKH|13|training|coverage plus strategic venting and a modern silhouette this sweatwicking short sleeve delivers
2322|CKI|11|training|a soft top with a modern feelperfect for intense training gentle yoga or anything in between
2323|CKJ|63|training|bust a move without busting out this highneck version of our strappy longline bra keeps your boobs covered in tough training sessions
2324|CKK|23|on the move|going places sleek wrinklefree fabric and plenty of storage options make these crops travelready no matter the destination
2325|CKL|3|on the move|a reputation a vibe a way of life designed in la for you this 80sinspired long sleeve has a fitted hem relaxed fitting body and sleeves to give you ease of movement
2326|CKM|45|on the move|these shorts play well with a sweatshirt or buttonup putting you in a longweekend state of mind any day of the week
2327|CKN|23|on the move|ideal for workouts or every day this bodyskimming top is made with brushed fabric that wicks sweat and feels soft against your skin
2328|CKO|76|running|sunny days make for great runs keep the glare out of your eyes in this lightweight and ventilated running hat
2329|CKP|73|on the move|a tie at the back of this lightweight hat lets you adjust the fit and add a little finesse to your daily routine
2330|CKQ|92|on the move|this cozy fleecelined blazer is destined for a spot in your coldweather wardrobe
2331|CKR|8|on the move|make a statement on your way to and from class in this textured kimonoinspired wrap
2332|CKS|53|training|break a sweat this short sleeves mesh fabric has been developed to feel good against sweaty skin
2333|CKT|87|on the move|we updated our fanfavourite days shade ball cap with a sweatfriendly fabric so you can stay comfortable playing golf tennis baseball touch football volleyball soccer
2334|CKU|64|on the move|throw on this pullover hoodie for warmups cooldowns and commutes to and from training its as soft and warm as your favourite cotton hoodie with the added benefit of wicking so youll stay comfortableeven when sweaty
2335|CKV|18|on the move|comfort calls this merino woolblend crewneck sweater gets top marks for softness and versatility
2336|CKW|12|on the move|why mess with a good thing with a relaxed boxy fit this classic crewneck tshirt is made of soft sweatwicking fabric to provide allday comfort
2337|CKX|80|training|no thanks underwire powered by our smooth ultralu fabric this sleek bra gives you wirefree shape and uplift for mediumimpact workouts
2338|CKY|80|training|no thanks underwire this sleek bra gives you underwirefree shape and uplift for mediumimpact workouts
2339|CKZ|56|yoga|forward folds and downward dogs no problem attach the hem loop of this soft yoga tank to your drawcord for coverage during inversions
2340|CLA|87|on the move|soft and stretchy youll reach for this relaxedfit longsleeve dress again and again
2341|CLB|23|on the move|light airy and not afraid of a little sweat these shorts are the warmweather wardrobe essential youll want in every colour
2342|CLC|42|yoga|flow on a yoga essential this smooth strappy bra lends support separation and coverage to c to e cups
2343|CLD|13|yoga|flow on a yoga essential this smooth strappy bra lends support separation and coverage
2344|CLE|64|training|meet the ultimate technical training polo breathable and built with antistink technology it was born to perform sweat after sweat
2345|CLF|34|on the move|these cargoinspired pants wont weigh you down we made them in a lightweight fabric so you can carry all your essentials while still feeling light on your feet
2346|CLG|67|on the move|we built these lightweight shorts for multisport versatility
2347|CLH|8|on the move|this expandable kit was designed with enough space for you to stash your stuff in your carry on for trips on planes trains and automobiles
2348|CLI|56|yoga|arrive on your mat ready to flow this longline bra with a back twist detail offers coverage and support during dynamic sequences
2349|CLJ|63|yoga|this limitededition roksanda ilini collaboration pairs her bold and feminine aesthetic with our technical innovation feel cool and covered during your workouts in this tank
2350|CLK|4|yoga and training|the one that started it all lunge train or flow in our versatile wunder under collection brushed luxtreme fabric makes these tights a sweaty staple
2351|CLL|49|yoga|these versatile highrise pants were designed with a secondskin fit for yoga or the gym they include a handy pocket for essentials and are made of fullon luon fabric for incredible support and coverage
2352|CLM|49|yoga|these nofuss versatile tights were designed to fit like a second skinperfect for yoga or the gym fullon luon fabric is soft sweatwicking and fourway stretch with added support and coverage
2353|CLN|4|yoga|the one that started it all lunge train or flow in our versatile wunder under collection luxtreme fabric makes these tights a sweaty staple
2354|CLO|13|yoga|these versatile highrise tights were designed to fit like a second skinperfect for yoga or the gym made with fullon luxtreme fabric that offers great support and coverage with a cool smooth feel
2355|CLP|4|yoga|the one that started it all lunge train or flow in our versatile wunder under collection powered by everlux fabric these tights are a sweaty staple
2356|CLQ|32|yoga|these versatile highrise pants were designed to fit like a second skinperfect for yoga or the gym
2357|CLR|13|on the move|this relaxedfit tee has a 34 length sleeve and a shaped hem to make layering and staying comfortable in fluctuating temperatures easy
2358|CLS|71|on the move|step beyond the ordinary into the extraordinary and foster a spirit of exploration designed to be worn on sunsoaked days this uvprotected tee has the lightweight coverage you need for days ventured beyond the break
2359|CLT|72|on the move|zip clip and go secure this pouch onto your keychain belt loop or bag to keep your cards and cash handy
2360|CLU|36|on the move|wherever youre going its good to have options this lightweight jacket is reversible and has a stowable hood
2361|CLV|74|on the move|we designed this postpractice mock neck to provide comfort as you unwind
2362|CLW|28|on the move|a little volume never hurt turn it up or turn it down with a cinchable waistband to customize your look
2363|CLX|44|training|this wellventilated technical tee has never met a hybrid workout it didnt like step onto the treadmill hit the floor and get sweaty with ease
2364|CLY|56|on the move|from the first tee to the eighteenth green these stretchy golf shorts will go the distance waterrepellent fabric keeps you protected and pockets store your essentials
2365|CLZ|5|running|whatever your pace this lightweight tank lets you feel the breeze scalloped side slits offer unrestricted movement stride after stride
2366|CMA|63|yoga|swan dive with abandon this bra combines a high neck with butterysoft fabric so you feel comfortably covered and contained in every pose
2367|CMB|62|on the move|the same soft fabric sleek fit and high collar you love from the original radiant jacket now with a cozy hood hello comfy coverage
2368|CMC|61|yoga|step onto your mat and get centred this short sleeve top features a small cutout in the front for ventilation and a reminder that the heart is the strongest muscle in the body
2369|CMD|6|running|as reliable as your favourite run route made from sweatwicking luxtreme fabric these crops always deliver with lots of pockets and a hit of reflectivity
2370|CME|6|running|as reliable as your favourite run route these crops deliver with plenty of pockets and a hit of reflectivity
2371|CMF|6|running|as reliable as your favourite run route these crops deliver with lots of pockets and a hit of reflectivity
2372|CMG|96|running|stay equipped and connected  the touchscreenfriendly mesh  pocket on this running belt  gives you easy access to your  phone screen and a little  extra room for cards and gels
2373|CMH|3|on the move|a reputation a vibe a way of life designed in la for you cropped oversized and comfortable this cape makes layering and leaving the studio easy
2374|CMI|75|on the move|from yoga to whatevers next this baginspired by our iconic shopper totehas room for the essentials
2375|CMJ|16|on the move|cant hear you cold this ear warmer is made with waterrepellent fabric and filled it with primaloft insulation to keep your ears warm and dry
2376|CMK|79|running|free stride free mind these running crops are made of nulux fabric thats so smooth and lightweight you might feel like you can run forever
2377|CML|13|running|free stride free mind these running crops have a great fit and technical fabric thats lightweight and brushed for a little extra warmth
2378|CMM|23|running|free stride free mind these running crops have a great fit and warm technical fabric for coldweather running
2379|CMN|79|running|free stride free mind these running crops are made of ribbed nulux fabric thats so smooth and lightweight you might feel like you can run forever
2380|CMO|14|on the move|when youve got a busy day ahead throw on this soft wrap to feel put together polished and ohsocomfy all at the same time
2381|CMP|31|on the move|our fanfavourite signature hoodie is the perfect pre and postworkout layer this version is made of soft plush velour fabric
2382|CMQ|31|on the move|our fanfavourite signature hoodie is the perfect pre and postworkout layer this version is made of soft plush velour
2383|CMR|16|on the move|comfort that wont quit made from our highperformance wrinkleresistant warpstreme fabric these pants make long days look and feel easy
2384|CMS|82|on the move|a reputation a vibe a way of life designed in la for you easy to wear and easy to pair these highrise pants are soft and stretchy with a relaxed fit and tapered leg
2385|CMT|7|on the move|this ribbed tee is lightweight and soft to give you that postpractice bliss feeling all day long you wont want to take it off
2386|CMU|42|yoga|we designed this bra to keep the girls under wraps during studio sweat sessions skinny straps and a cutout in the back allow air to flow to help keep you cool as practice heats up this bra is intended to provide light support for sweat enthusiasts with an ab cup
2387|CMV|1|training|dial in to your training powered by highly breathable everlux our fastest drying fabric this bra combines support and coverage so you can breeze through hot sweaty workouts
2388|CMW|14|on the move|wear this plush fleecelined neck warmer upside down or right side up to crush the cold slits on the sides let you customize your coverage
2389|CMX|63|on the move|when the temperature drops and warmth is in style this soft beanie has got you covered
2390|CMY|44|on the move|a dress to reach for again and again made of quickdrying coolontheinside softstreme fabric this sleeveless dress feels amazing after a workout
2391|CMZ|16|running|cold out dont miss a run with this warm long sleeve underarm gussets and specialized darts keep you comfy while clocking miles
2392|CNA|29|on the move|give yourself a hug in this soft top with ties that wrap around your waist and knot in the back your meditation is as snug as you want it to be
2393|CNB|36|hiking|a trailblazer in more ways  than one wear this versatile  waterrepellent hiking jacket  asis or zip off the sleeves  to rock it as a vest
2394|CNC|23|training|tough workouts mean lots of sweat keep it off your brow in one quick swipe with these wristbands that are extrawide for max absorption
2395|CND|54|swim|the waters calling these swim bottoms have a wide waistband thats mid rise in the front and back with the option to sit higher on your hips
2396|CNE|47|on the move|save it for a rainy day this waterrepellent jacket packs into itself and fits into your bag so its always on hand when the weather changes
2397|CNF|14|on the move|dress these trousers up or down designed with lowprofile pockets to keep essentials secure they look as good on the clock as they do after hours
2398|CNG|23|on the move|your comfort zone is wherever you are in these soft breathable sweatwicking and fourway stretch joggers
2399|CNH|87|training|super sweaty sessions are no match for this long sleeve long sleeves offer full coverage while mesh fabric gives breathability so you can hit that extra round
2400|CNI|81|swim|an instant beach classic this supportive swim top has adjustable straps quickdrying fabric and a cut that minimizes tan lines
2401|CNJ|57|running|find your light find your stride reflective details on the back and sleeves of this lightweight jacket help keep you visible so you can keep on running
2402|CNK|98|training|this soft sweatwicking tee is designed to glide over your skin during sweaty workouts
2403|CNL|14|on the move|keep it casual all week long made from light and airy fabric youll want to wear this short sleeve on repeat
2404|CNM|42|training|this tee is soft to the touch and designed to glide over your skin while keeping up with your sweatiest workout
2405|CNN|14|on the move|keep it casual all week long made from silkysoft fabric that glides across your skin youll want to wear this tee on repeat
2406|CNO|77|training|your favourite sweats got an upgrade made from workoutfriendly fabric this hoodie is equally as comfortable at home and at the gym
2407|CNP|74|training|sometimes a fresh breeze is enough to keep you going this training tank has a back cutout for ventilation to help you push through highintensity workouts
2408|CNQ|26|on the move|make it mini this compact yet capable belt bag has space for your phone keys and all the adventure you can fit inside a day
2409|CNR|49|on the move|small bag big impact this compact yet capable belt bag has space for your phone and keys plus every purchase supports canadian athletes through the canadian olympic foundation and paralympic foundation of canada
2410|CNS|9|on the move|keep covered from sun up to sundown in this lightweight uvprotective romper with a zipper up the front and threequarter length sleeves
2411|CNT|52|training|bring that edge to your workout mesh fabric with faux boning details around the waist help keep you ventilated during tough training sessions
2412|CNU|3|on the move|a reputation a vibe a way of life designed in la for you this top has a twistfront detail that creates a sweetheart neckline while ribbed fabric wraps your body in softness
2413|CNV|55|on the move|more than just a fleecy layer this fourway stretch jacket fits over your workout gear and is dwrtreated to shed water on misty mountains or jogs to the coffee shop
2414|CNW|2|swim|the tide is high and these classic bikini bottoms are staying in place no matter what your water adventures have in store
2415|CNX|56|training|heading to hiit grab this highneck bra made with two textures of supportive fabric smooth on the outside and ribbed underneath the back straps give you extra support
2416|CNY|33|on the move|be ready for anything this packable jacket repels light rain and packs down into a belt bag so you can stay hands free when the sun comes out
2417|CNZ|89|training|crank out one more set we designed these lightweight shorts with a supportive cooltothetouch liner so you can crush your sweaty goals in comfort
2418|COA|42|on the move|bring comfort to your day this quilted belt bag has an integrated harness to contour your body for ease of carrying
2419|COB|73|yoga|special edition your favourite barely there crops are just a bit more special with a touch of luxurious velvet
2420|COC|26|on the move|forget searching your bag for keys this reflective keychain makes them easy to find
2421|COD|26|on the move|forget searching your bag for your keys this reflective keychain makes them easy to find
2422|COE|50|on the move|the classic silhouette of this warm waterproof wool coat makes it an easytopair everyday goto
2423|COF|63|on the move|breeze through your busy day in this fitted dress with a builtin shelf bra for light support
2424|COG|54|on the move|with waterrepellent warpstreme fabric on the outside and a fleece lining on the inside these sleek joggers give wet weather a cozy reputation
2425|COH|31|on the move|breathable and warm our signature hoodie is the perfect pre and postworkout layer
2426|COI|31|on the move|breathable warm and cozy our signature hoodie is the perfect pre and postworkout layer
2427|COJ|12|on the move|even a classic likes a makeoverwe designed this hoodie with a relaxed fit to be your favourite postsweat piece made with stretch french terry fabric that is warm and soft
2428|COK|74|on the move|we designed this classic hoodie with a relaxed fit to be your favourite postsweat pieceyoure good to go
2429|COL|92|running|go the distance while staying connected this lowprofile armband is lightweight and breathable making it perfect for long runs
2430|COM|18|running|go the distance while staying  connected this lowprofile  armband is lightweight and  breathable making it perfect  for long runs
2431|CON|30|swim|ready for hot days and cool dips this longline swim top has a builtin shelf bra for coverage and support
2432|COO|3|on the move|a reputation a vibe a way of life designed in la for you get that layered look without the work in this soft racerback tank
2433|COP|23|yoga|soft stretchy and made from your favourite natural fabric perfect for yoga or restorative practices
2434|COQ|28|on the move|this quilted wristlet can do it all use it as a pouch to keep your small things organized or as a clutch to carry evening essentials
2435|COR|17|tennis|whether youre new to tennis or a seasoned pro this sweatloving tank is ready for all your toughest matches
2436|COS|34|on the move|dont let a little wet weather keep you from outdoor adventures this waterproof jacket is fully seamsealed so you can stay dry
2437|COT|23|on the move|just you and the outdoors these merino woolblend tights are made with seamless construction to provide distractionfree warmth
2438|COU|87|training|dont hold back this highneck bra with mesh panelling gives you coverage and ventilation so youre ready for whatever your workouts got in store
2439|COV|44|yoga|coverage with a twist this highneck butterysoft yoga tank moves with you from first forward fold to savasana
2440|COW|50|on the move|these sleek pullon pants feature our abc technology making them an obvious choice for recreation or travel
2441|COX|22|on the move|ready for the unknown  constructed with midweight  waterresistant fabric these  relaxedfitting shorts offer  airflow and protection from  the elements
2442|COY|0|on the move|need an easy warm layer this is it pop it over your head to wear as a poncho or wrap it around your neck when you need a makeshift scarf
2443|COZ|62|on the move|when tech and comfort collide this wardrobe staple blends cottony soft fabric with our abrasionresistant and antistink technologies for a classic tee thatll last
2444|CPA|3|on the move|a reputation a vibe a way of life designed in la for you a narrow opening at the front of this slimfitting racerback lets you show a hint of skin
2445|CPB|47|training and swim|sweat it out then take a dip the highsupport bra top performs in and out of the water from circuits to swimming
2446|CPC|89|running|your best pace awaits max out that stride in these run shorts designed with a little extra room so you can move freely
2447|CPD|95|running|max out your stride in these shorts designed to let you move freely
2448|CPE|95|running|max out your stride in these shorts designed with extra room to let you move freely
2449|CPF|53|on the move|dress them up or down these essential crops have a sleek and streamlined silhouette because sometimes less really is more
2450|CPG|58|on the move|elevate your daily routine in this snapdown bomber designed to keep you warm and dry in light rain
2451|CPH|72|on the move|shade or shine this bucket hat is designed with a buckle closure so you can adjust the fit or clip it onto your bag to keep things functional
2452|CPI|93|on the move|soft and stretchy with a twist add some charm to your daily routine in this cropped pima cotton tank with a twistfront detail
2453|CPJ|99|yoga|feels almost as good as savasana powered by nulu fabric the BrightJupiter align yoga bra is reversible and wraps you in buttery softness
2454|CPK|99|yoga|feels almost as good as savasana the BrightJupiter align yoga bra is reversible and wraps you in buttery softness
2455|CPL|99|yoga|feels almost as good as savasana this reversible yoga bra wraps you in buttery softness
2456|CPM|3|on the move|a reputation a vibe a way of life designed in la for you classic with a twist this formfitting midi dress features supersoft fabric and seams that move with your form
2457|CPN|17|running|we designed this ultralight hat so nothing gets in your way when youre chasing a personal bestlightspeed ahead
2458|CPO|17|running|we designed this ultralight barelythere hat so that nothing gets in your way when youre chasing a new personal best
2459|CPP|89|on the move|when you want effortless this lightweight quickdrying top has you covered a back slit gives you options to switch up the fit
2460|CPQ|95|yoga|gone are the days of tucking your yoga mat awkwardly under your arm this versatile crossbody unzips to release straps that hold your mat as you jaunt from studio to street
2461|CPR|73|yoga|the return of a coveted classicthese highrise bootcut pants are perfect for your practice and your postpractice look
2462|CPS|98|on the move|the bomber jacket was originally designed to keep pilots warm and focused at high altitudesthis is our modern take on that classic style its durable and filled with weightlessly warm primaloft insulation so youll navigate through cold days with ease
2463|CPT|61|yoga|pair these kneehigh socks with chilly studios and morning savasanas the woolblend fabric is knit in a lighter weight around the foot so they fit in shoes once class is over
2464|CPU|29|on the move|make comfort your top priority this jacket is made from warm textured fleece fabric that feels as soft on the outside as it does next to your skin
2465|CPV|42|training|let off some steam this jacket has a breathable mesh fabric back to keep air flowing and waterrepellent fabric to shield you from the elements during outdoor training sessions
2466|CPW|29|tennis|layered light and not to be underestimated this tennis skirt has slits on the sides so you can glide across the court with ease
2467|CPX|28|on the move|looking for a dress you can wear all day long this is it itll show off your curves and keep up with your day thanks to its fourway stretch
2468|CPY|82|yoga|give yourself a little support from a few extra inches in crescent moon to lifting you in a seated twist this block has your back
2469|CPZ|96|on the move|inspired by our iconic shopper tote this micro crossbody bag gives you room for the essentials
2470|CQA|87|on the move|soft antistink fabric check comfy fit check the only thing this lightweight hoodie doesnt have is you wearing it yet
2471|CQB|23|on the move|roam beaches boardwalks galleries and patios looking and feeling your best these light airy shorts feature crisp front pleats and arent afraid of a little sweat
2472|CQC|47|on the move|this waterrepellent hoodie packs down into an easycarry pouch stash it in your bag and keep it on hand for whenever the weather changes
2473|CQD|84|training|jump rope and high knees bring em on this highsupport bra keeps you feeling held in
2474|CQE|28|on the move|one bag so many ways to wear it carry it as a backpack crossbody or oneshoulder or tuck the straps away when you want to grab and go
2475|CQF|17|on the move|ready set vacation mode this hotelinspired diamondshaped keychain keeps up whether youre running errands or heading out of town
2476|CQG|53|yoga|layer these cozy socks over tights to add a little extra warmth during savasanagrippy soles make them studiofriendly
2477|CQH|34|on the move|snuggle time has arrived this hoodie has cozy fleece fabric you cant take your hands off and a relaxed silhouette youll want to wear all week
2478|CQI|69|yoga|breathe easy powered by quickdrying everlux fabric these shorts help you stay cool and comfortable in hot humid yoga classes
2479|CQJ|50|on the move|textured waterresistant  fabric gives these  relaxedfitting pants an edge  when it comes to performance  and leisure
2480|CQK|65|running|these lightweight shorts are the best of both worlds cut with room on the thigh and a stretchy fitted hem for distractionfree runs
2481|CQL|80|on the move|made you look this reversible shirt turns heads with soft modal fabric and unique cutout details
2482|CQM|14|on the move|not too light not too warm just right to wrap up in throw on this merino wool wrap for easy lightweight coverage on the go
2483|CQN|22|on the move|move freely with allday comfort in these slimfit casual pants inspired by the timeless details of 5pocket jeans
2484|CQO|12|on the move|time to be seen this soft heavyweight sweater has reflective yarns knit directly into it creating a bold texturedgrid design
2485|CQP|42|on the move|choose your comfort these soft headbands have an adjustable slider and silicone grip to help stay in place
2486|CQQ|73|on the move|we designed the perfect takeanywhere clutch with a removable wrist strap and plenty of functional pockets with a hidden phone slot
2487|CQR|40|on the move|crush the cold in these plush fleecelined mittens for warmth thats softer than soft
2488|CQS|23|yoga|calm is always just a practice away nearly seamless and pocketfree these soft and simple pants make floor work extra comfortable
2489|CQT|38|on the move|BrightJupiter lab creates lifestyle essentials for the modern wardrobe this jacket helps keep you warm on brisk morning commutes
2490|CQU|74|on the move|from workout to hangout this breathable stretchy hoodie is engineered to keep you comfortable
2491|CQV|66|swim|make waves an instant waterside classic this onepiece combines straightstrap styling with a plunging back
2492|CQW|47|on the move|out from the cold and into these cozy tights we made them from waterrepellent fleece to keep you comfortable on and off the ski hill
2493|CQX|81|on the move|feel cozy in this sweater designed with an open back that keeps you cool while showing off your bestloved strappy tank
2494|CQY|16|running|dont let the cold hold you back this waterrepellent ear warmer is made of brushed fleece fabric to help keep you warm during coldweather runs
2495|CQZ|70|running|let off some steam in this waterrepellent ear warmer brushed fleece fabric helps keep you warm during cold weather runs
2496|CRA|2|on the move|protection from the elements never looked so good step out the door in this trench and youll be ready for both downpours and dinner reservations
2497|CRB|61|on the move|start your restorative practice off right in this plush ohsosoft fleece pullover a high collar and a drawcord at the hem keep the cozy vibes in
2498|CRC|32|yoga and training|a bold take on a classic athletic style these versatile tights are perfect for yoga the gym or any activity you choose
2499|CRD|23|on the move|these seriously comfortable trunks were made for intense sports
2500|CRE|81|on the move|for life on the go with a streamlined design this duffle bag has an exterior compartment to separate your sweaty gear from your postworkout wears
2501|CRF|9|training|up your game with quickdrying everlux fabric and a soft elastic band at the back this top helps keep you focused from first to final rep
2502|CRG|31|yoga|when feeling nothing is everything the BrightJupiter align collection powered by nulu fabric feels weightless and butterysoft this version features a bonded scalloped hem
2503|CRH|64|training|these lined shorts with zippered pockets let you keep your essentials close by but out of the way as you crush your toughest training sessions
2504|CRI|74|training|this cropped top was designed to keep you cool yet covered to and through your workouts
2505|CRJ|53|yoga|melt into the mat so buttery soft it feels weightless this longline bra with ruched details lets you float through flows and slip into savasana
2506|CRK|42|running|from the street to the trail this soft and sweatwicking half zip will help to keep you warm when the temperatures drop
2507|CRL|64|running|just you and the wind these superlightweight running shorts have strategically placed mesh panelling for added airflow as you take flight
2508|CRM|32|swim|staycation or vacation youll feel great in cheeky swim bottoms with a centreback seam that contours to your shape
2509|CRN|5|swim|the beach is calling and you must go these cheeky sidetied swim bottoms have a gathered centreback detail to fit your form
2510|CRO|62|on the move|this beanie brings joy to cold weather with its soft velour fabric and cheery pompom
2511|CRP|23|training|selflove through sweat its a thing these soft highcoverage tights are so ready for dynamic classes
2512|CRQ|29|tennis|rally on the court and then head to a postmatch lunch this skirt is made from sweatwicking and quickdrying fabric so you can do it all
2513|CRR|11|on the move|a beloved favourite made with ohsosoft pima cotton fabric a perfected fit and a flattering curved hem you might need a few
2514|CRS|92|yoga|forward fold never felt so free this ribbed yoga bra has a high neck for coverage a builtin shelf for support and scalloped sides for style
2515|CRT|29|training|youre not afraid of hard work and neither is this bra it offers coverage support and ventilation during training
2516|CRU|74|running|add these tights made of waterrepellent fabric to your rotation if you think rain is no excuse to miss a run
2517|CRV|38|on the move|the first shirt youll grab from the clean pile lightweight cottonysoft fabric keeps you comfortable day after day
2518|CRW|62|on the move|when tech and comfort collide this wardrobe staple blends cottony soft fabric with our abrasionresistant technology for a classic tee thatll last
2519|CRX|13|on the move|expand your comfort zone this hoodie has extra volume on top and a superwide hiphugging waistband that pairs well with downtime
2520|CRY|53|on the move|this woolblend shirt jacket delivers instant comfort and a pulledtogether look with room to layer over sweaters and fabric that feels ohsosoft you might never take it off
2521|CRZ|53|on the move|long sunny days call for comfy lightweight shorts this relaxedfitting pair have room to move and arent afraid of a little down time
2522|CSA|90|on the move|step outside the box this pullover is constructed using an innovative 3dknitting technology to reduce the number of seams and minimize fabric waste
2523|CSB|49|on the move|cold weather calls for highperformance comfort made with waterresistant fleece fabric this bomber delivers plush warmth and protection from the elements
2524|CSC|57|on the move|free your hands secure your essentials this sleek track jacket is lightweight but can carry all that you need while youre on the move
2525|CSD|61|swim|the waters calling this longline swim top is cut with a racer front and racer back
2526|CSE|50|on the move|textured waterresistant  fabric gives this roomy jacket  an edge when it comes to  performance and leisure
2527|CSF|18|on the move|comfort calls this merino woolblend hoodie gets top marks for softness and versatility
2528|CSG|23|on the move|these comfy sweatwicking joggers are made for quick exits after class
2529|CSH|85|on the move|keep your head cozy on crisp days in this lightweight merino woolblend beanie
2530|CSI|65|running|shine softly in these lightweight sweatwicking run tights enhanced with builtin storage and metallic details
2531|CSJ|71|on the move|meet the ultimate shell from the woods to the streets this multipocketed jacket offers 360 airflow as you move
2532|CSK|96|yoga|ease into your practice knowing your keys cards and water bottle are never far away this bag fits the big mat and has a wide opening to make accessing your mat seamless
2533|CSL|46|training|this adjustable jump rope has soft grippy handles to keep you in the zone during double unders and speed work
2534|CSM|23|training|train hard in this highneck longline version of our energy bra tough yet smooth performance yarns help resist abrasion during movements like push presses or burpees
2535|CSN|1|training|be ready for any sweaty workout in this longline bra powered by everlux our fastest drying fabric its soft and highly breathable
2536|CSO|44|on the move|changing weather say no more from rain clouds to sunbursts this lightweight jacket has got you covered with waterrepellent fabric and a hood that stows away in a flash
2537|CSP|64|training|meet the ultimate training tank breathable and built with antistink technology it was born to perform sweat after sweat after sweat
2538|CSQ|18|on the move|this lightweight wrap is warmly insulated and feels marshmallowy soft made from silky waterrepellent glyde fabric its perfect for layeringindoors and out
2539|CSR|56|on the move|designed with plenty of pockets this belt bag will keep you organized and handsfree on the daily
2540|CSS|20|on the move|two looks in one versatile style both sides of this reversible bomber jacket use dwrtreated fabric to protect you from light rain while primaloft insulation seals in heat
2541|CST|60|on the move|nothing says easy and effortless better than a dress that will take you from day to night this little number will keep you feeling put together all day
2542|CSU|98|running|blaze your trail this ultralightweight run tshirt is made with opaque mesh fabric to keep the air flowing
2543|CSV|61|running|this half zip does double duty as your new favourite running layer and everyday jacket too with a shapechanging cinch at the waist its like having two styles in one
2544|CSW|68|running|when youve got a need for speed grab these allover reflective running tights we designed them with plenty of pockets to hold essentials while you run
2545|CSX|64|training|push pull strengthen and tonethis resistance band set can handle it all switch between low medium and high resistance levels for a customized workout
2546|CSY|98|on the move|this handsome woven tensionlock belt is designed with commuters in mind made from lightweight flexible fabric it keeps bulk to a minimum and wont stretch out with wear
2547|CSZ|3|on the move|a reputation a vibe a way of life designed in la for you we combined supersoft fabric and subtle seam details to ensure this top ticks the feelgood box
2548|CTA|29|swim|which way to the beach when you want to feel covered but not too covered reach for this onepiece swimsuit that has a high neck and plunging back
2549|CTB|53|on the move|these super relaxed sweatpants add a little extraextra room extra comfort and extra excuses to never take them off
2550|CTC|89|yoga|we designed this absorbent microfibre towel to help us get a grip during yoga
2551|CTD|41|on the move|say hello to the classic chino pant made our waywith hidden pockets stretch and abc  technology
2552|CTE|16|on the move|the ones youll reach for these soft underwear move with you and dont dig in during workouts and hang outs
2553|CTF|75|yoga|powered by nulu fabric this version of our BrightJupiter align short still feels weightless and butterysoft with added pockets to hold your essentials during your practice
2554|CTG|75|yoga|powered by nulu fabric this version of our  BrightJupiter align short still feels weightless and butterysoft with added pockets to hold your essentials during your practice
2555|CTH|89|running|max out that stride we cut these run shorts with a little extra room so you can move freely
2556|CTI|52|training|get ready for intense hiit classes in this longline bra that gives you coverage airflow and support for sprints lifts and all things sweaty
2557|CTJ|98|on the move|bring a little warmth into the world this jacket is filled with primaloft insulation and designed with stretchy fabric panels so you can move through cool weather in comfort
2558|CTK|81|on the move|designed with an ultra lightweight and breathable fabric this casual dress is easy to slip on after a sweaty workout
2559|CTL|23|on the move|enjoy those hardwon endorphins in total comfort these supersoft fleece joggers are perfect for relaxing after class
2560|CTM|10|on the move|look how cozy you are lock in postpractice heat with this warm pullover
2561|CTN|21|on the move|designed to perform on outdoor adventures this merino woolblend long sleeve is a technical layer for your coldweather wardrobe
2562|CTO|49|on the move|designed to perform outdoors this merino woolblend top has an engineered knit that creates a 3d texture for added warmth and fourway stretch fabric for range of motion
2563|CTP|98|running|blaze your trail this ultra lightweight run tank is made with opaque mesh fabric to keep the air flowing
2564|CTQ|17|on the move|little detailslike loops for your makeup brushes and a stayopen framemake grooming a pleasure even when youre on the go
2565|CTR|56|yoga|free mind free movement the open back and airy fabric of this yoga tank create room for you to breathe deep and stretch out
2566|CTS|25|running|these lightweight run shorts are designed to go the distance
2567|CTT|44|swim|we designed this unlined surf short with a flat and breathable waistband that stays put when youre in the waves
2568|CTU|37|on the move|when youre craving casual comfort cozy up in these soft shorts that pair perfectly with our scuba hoodie
2569|CTV|0|on the move|take things a little easier we designed this machinewashable wrap sweater to make morning meditations and afternoon todo lists a bit more comfortable
2570|CTW|21|on the move|this jacket and vest combo is full of possibilities zip them together for extra coverage or wear either piece on its own
2571|CTX|38|hiking|brisk morning climbs and drizzly afternoon descents have nothing on this hiking hoodie fleecebacked waterrepellent fabric helps keep you cozy and dry all day
