seen|product|activity|web_desc
1|rolltop crossbody bag 3l||
1|mesh back cropped train tank top|training|dont be afraid of a little sweat this training top is designed to keep up with every step every rep and every lift
1|ribbed straight leg superhighrise cropped pants|on the move|like a sunday afternoon these crops are all about relaxed comfortno matter what day of the week it is
1|ribbed straight leg superhighrise cropped pants 23|on the move|like a sunday afternoon these crops are all about relaxed comfortno matter what day of the week it is
3|team canada all yours cropped hoodie coc logo online only|on the move|the all yours collection is made from soft comfortable fabrics and easytowear silhouettes that feel amazing and go with just about everything
1|team canada all yours cropped hoodie cpc logo online only|on the move|the all yours collection is made from soft comfortable fabrics and easytowear silhouettes that feel amazing and go with just about everything
1|urban nomad kit|on the move|with space for all your toiletries and easyaccess handles that can be held by the top or either side this kit is an onthego essential
1|ethereal mock neck long sleeve shirt|on the move|discover the lightness of our butterysoft nulu light fabric in this ventilated longsleeve base layer its designed to stay dry and keep you warm so youll spend more time gliding down the slopes and less time warming up
1|metal vent tech hoodie 20|training|seamless construction antistink technology and strategic venting make this longsleeve trainingsession ready
1|mens power stride crew sock 2 pack stripe|training|with all the features you need to work sweat and rest these socks will get you through your whole day and then some
2|mens power stride crew sock 2 pack|training|with all the features you need to work sweat and rest these socks will get you through your whole day and then some
1|mens power stride crew sock 2 pack stripe BrightJupiter|training|with all the features you need to work sweat and rest these socks will get you through your whole day and then some
1|mens power stride crew sock antistink 2 pack|training|with all the features you need to work sweat and rest these socks will get you through your whole day and then some
1|mens power stride crew sock stripe 2 pack box set|training|with all the features you need to work sweat and rest these socks will get you through your whole day and then some
2|team canada mens power stride crew sock 2 pack coc logo|training|with all the features you need to work sweat and rest these socks will get you through your whole day and then some
1|swiftly relaxedfit long sleeve shirt|running|we designed this antistink longsleeve layer with running and sweating in mind silverescent technology powered by xstatic inhibits the growth of odourcausing bacteria on the garment
1|merino woolblend cardigan|on the move|dress it up or dress it down thanks to soft lightweight yarns and a classic silhouette this cozy cardigan is as ready for a busy day as you are
1|swiftly wool pullover|running|layer this wool pullover over your favourite top to keep your temperature in the comfort zone
1|wunder under crop hirise|yoga|these versatile highrise crops were designed to fit like a second skinperfect for yoga or the gym
1|wunder under highrise crop 21 fullon luxtreme|yoga|these versatile highrise crops were designed to fit like a second skinperfect for yoga or the gym
5|wunder train highrise tight with pockets 25|training|train hard not hot powered by everlux fabric this pocketed version of our wunder train tights lets you get sweaty stay focused and keep workout essentials close
1|wunder train highrise tight with pockets 24 asia fit|training|train hard not hot powered by everlux fabric this pocketed version of our wunder train tights lets you get sweaty stay focused and keep workout essentials close
1|wunder train highrise tight with pockets 25 foil|training|train hard not hot powered by everlux fabric this pocketed version of our wunder train tights lets you get sweaty stay focused and keep workout essentials close
2|wunder train highrise tight with pockets 24|training|train hard not hot powered by everlux fabric this pocketed version of our wunder train tights lets you get sweaty stay focused and keep workout essentials close
1|BrightJupiter lab womens overalls online only|on the move|yesterday today tomorrow  with a relaxed silhouette and exaggerated  front pockets youll want to  rock these overalls on repeat
1|draped bum covering long sleeve|on the move|float on those postyoga vibes all day in this soft top the relaxed silhouette and fluid fabric might make you feel like your feet will never touch the ground again
1|license to train linerless short 7 graphic|training|train hard adventure harder abrasionresistant fabric adds protection against barbells and branches
3|drysense long sleeve shirt online only|training|go ahead sweat this training top powered by our antistink technology wont cling and feels good against sweaty skin
1|double roller|on the move|lets roll release postsweat tension in your back arms and legs with this twoinone roller
1|ease back in highrise pant|on the move|dress them up or down these essential pants are designed with clean lines and minimal details because sometimes less really is more
1|ease back in highrise pant asia fit|on the move|dress them up or down these essential pants have a sleek and streamlined silhouette because sometimes less really is more
1|energy bra strappy medium support bd cups|training|special edition this version of our fanfavourite allsport bra has a pretty strappy back with the support and coverage you know and love
1|ripstop paracord crossbody|on the move|keep it simple with a zippered main compartment this crossbody is designed to hold what you need phone cards keys check check check
1|invisiwear shortie underwear|on the move|nothing to see here these smooth shortie underwear provide extra coverage underneath shorts or skirts
3|cargo superhighrise hiking short 8|hiking|detours welcome built with plenty of storage these abrasionresistant shorts hold hiking essentials no matter where the trail takes you
1|get in line headband 2 pack|on the move|keep your hair out of your eyes and your head in the game with these skinny adjustable headbands
1|pure puff scarf|on the move|wrap up in warmth your way this silky soft waterrepellent scarf has snap button closures so you can customize it into whatever shape suits you best
1|shadow mesh bra leaf ab cup online only|on the move|comfortable coverage plus a little something pretty soft stretchy laceinspired mesh fabric cradles lightweight cups
1|pack it down long jacket|on the move|layering season is here wear this packable travelfriendly down jacket on its own or under a shell for added warmth
1|surge jogger tall online only|running|lightweight running joggers with zips at the cuff for quick on and off when youre warming up and cooling down
2|wunder train highrise tight 25 ed curtis|training|train hard not hot powered by everlux the wunder train collection is highly breathable and quickly wicks sweat so you feel less sweaty during and after your workout
1|wunder train highrise tight 25 foil|training|train hard not hot powered by everlux the wunder train collection is highly breathable and quickly wicks sweat so you feel less sweaty during and after your workout
1|wunder train highrise tight 25|training|train hard not hot powered by everlux our fastestdrying fabric the wunder train collection manages heat and sweat so you stay comfortableand focused
2|wunder train highrise tight 24 ed curtis asia fit|training|train hard not hot powered by everlux the wunder train collection is highly breathable and quickly wicks sweat so you feel less sweaty during and after your workout
1|wunder train highrise tight 24 foil asia fit|training|train hard not hot powered by everlux the wunder train collection is highly breathable and quickly wicks sweat so you feel less sweaty during and after your workout
1|cates tee mesh|training|toss this cropped mesh fabric tee on after yoga and keep the breeze flowing all day
2|new venture long sleeve shirt|on the move|this shirts destination wherever youre going stretchy easycare fabric on this commutefriendly buttonup helps you arrive ready for anything
1|BrightJupiter x madhappy relaxed highrise jogger|on the move|cloudnine cozy is here these relaxedfit joggers are made from gridliner fabric for warmth and softness all day long
1|womens run for it all lined gloves tech|running|dont let the cold hold you back these insulated gloves are fleecelined and waterrepellent to help keep you warm during coldweather runs
1|textured fleece fullzip jacket online only|on the move|this jacket is designed to give you the warm and fuzzies burrow into the soft textured fleece fabric for an instant dose of cozy comfort
1|sun up sun down pouch|on the move|meet your new travel companionthis no fuss pouch keeps your small essentials like make up and skincare organized while youre in transit
3|sun up sun down pouch|on the move|keep your small goods organized in this travelready pouch thats perfect for makeup and skincare
1|knit me up beanie reversible|on the move|stay outside longer with this slouchy beanie thats both reversible and doublelayered designed for extra coziness and warmth in the cooler weather
1|wunder train highrise tight 28 foil|training|train hard not hot powered by everlux the wunder train collection is highly breathable and quickly wicks sweat so you feel less sweaty during and after your workout
11|wunder train highrise tight 28|training|train hard not hot powered by everlux the wunder train collection is highly breathable and quickly wicks sweat so you feel less sweaty during and after your workout
7|the linerless short 7|training|train hard every day these lightweight fanfavourite workout shorts have a split hem to keep you agile
1|BrightJupiter lab azal jogger|on the move|featuring a labexclusive print these midrise relaxed joggers are designed for days in and out of the city
1|wool blend monogram square scarf online only|on the move|add a little luxury to your day this amazingly soft square scarf is so endlessly customizable youll find a new way to wear it every day of the week
1|waterrepellent fullzip sweater|on the move|elevated for the elements made with a warm woolblend knit base insulated panels and waterrepellent fabric this sweater is ready for cold damp days
1|noir short 55 online only|on the move|flowy shorts feel a little special with a waist tie the fabric is supereasy care because we know youre busy
1|BrightJupiter lab convertible strap bra light support ab cup|on the move|get the look you want when  you want this convertible bra  lets you switch the straps  from straight to crossback
1|gridliner fleece zip hoodie|on the move|technical comfort at its finest this fleecebacked zip hoodie provides the warmth and softness you want and the performance qualities you need
1|allaround hooded sweater|on the move|step outside the box this hoodie is constructed using an innovative 3dknitting technology to reduce the number of seams and minimize fabric waste
1|BrightJupiter lab run hat|running|this ultralightweight run cap is designed with a perforated top for increased air flow to keep you comfortable throughout your run
1|final mile crop tank top|running|say goodbye to the final mile and hello to your personal best in this sleek cropped tank with subtle crisscross detailing in the front
1|BrightJupiter x madhappy gridliner hoodie|on the move|technical comfort at its finest this fleecebacked hoodie provides the warmth and softness you want and the performance qualities you need
1|relaxed fit training tee|training|your everyday tee elevated this is a onestop top for your daily routine especially when a tough workout is on the agenda
1|waterside honeycomb highwaisted swim bottom full coverage online only|swim|just add sunshine these swim bottoms have coverage and a cut youll want to hang out in all day
1|arise bra light support cd cup|training|look who just floated through yoga practice in this butterysoft lightasair bra
1|arise bra light support cd cup|yoga|float through yoga in this soft lightasacloud bra this version brings your inner light outside with a touch of shine
1|curved lines crossbody bag|on the move|take the edge off busy days  this puffy crossbody bag is  designed with curved pockets  and room for possibilities
1|abc slimfit pant 34 warpstreme|on the move|the fivepocket jean reinvented these slimfit pants are engineered to give you freedom of movement and allday comfort
1|abc slimfit pant 34 warpstreme|on the move|move freely in allday comfort with these classicfit pants inspired by the timeless details of 5pocket jeans
1|abc slimfit pant 34 warpstreme|on the move|the fivepocket jean reinvented these slimfit pants powered by abc technology give you freedom of movement and allday comfort
1|swiftly relaxedfit short sleeve tshirt|running|go ahead get sweaty the relaxed swiftly breathe collection powered by seamless construction is the ultimate gear for running and training
1|wunder train pocketed high rise short 6|training|train hard not hot powered by everlux the wunder train collection is highly breathable and quickly wicks sweat so you feel less sweaty during and after your workout
3|swift ventilated running tank top|running|when you can feel the finish line getting closer the superlightweight fabric and extra ventilation in this running tank will help you get there
2|winter warrior 3in1 parka|on the move|heading from cold to colder waterproof fabric 600fillpower goose down and snapapart layers make this jacket your best winterweather friend
1|textured crewneck pullover|on the move|this softly textured top is not your average pullover with a wide hem band lots of volume and cropped sleeves that stay out of the way
1|run it out toque|running|enjoy running in the cold in this cozy toque itll keep you toasty during your sprints with a fitted design
1|run it out toque|running|enjoy running in the cold in this cozy toque itll keep you toasty during your sprints with a fitted design made with rulu fabric that is soft sweatwicking and fourway stretch
2|tech fleece hiking 14 zip pullover|hiking|start your day hike off right in this warm fleece top when the incline gets steep unzip the front for airflow while breathable underarm gussets provide ventilation
1|BrightJupiter x madhappy relaxed crop hoodie|on the move|cloud nine cozy is here this relaxedfit hoodie feels soft on your skin while the elastic waistband locks in warmth
1|senseknit running long sleeve online only|running|take longdistance runs further powered by our senseknit technology this running top offers seamlessly integrated ventilation so you feel cool and energized
1|womens widebrim bucket hat with strap online only|on the move|choose your coverage this reversible hat has a longer brim on one side to give your face extra shade turn it around to protect your neck as the sun moves across the sky
1|metal vent tech long sleeve shirt 20|training|the ultimate technical training longsleeve teebuilt to perform sweat after sweat
1|lunar new year metal vent tech long sleeve shirt 20|training|built to perform sweat after sweat the metal vent tech collection powered by seamless construction is the ultimate gear for running and training
2|loungeful highrise wide leg cropped pants|on the move|where ready meets relaxed the loungeful collection is made of soft premium fleece fabrics and laidback silhouettes that redefine your comfort zone
7|invigorate highrise tight 25|training|focus on your strength not your sweat powered by everlux our fastest drying fabric the highly breathable invigorate collection handles heat and sweat during intense workouts
1|invigorate highrise tight 25|training|focus on your strength not your sweat powered by everlux our fastestdrying fabric the ultrabreathable invigorate collection handles heat and sweat during intense workouts
1|invigorate highrise tight 25 foil|training|focus on your strength not your sweat powered by everlux our fastest drying fabric the highly breathable invigorate collection handles heat and sweat during intense workouts
2|invigorate highrise tight 24 asia fit|training|focus on your strength not your sweat powered by everlux our fastest drying fabric the highly breathable invigorate collection handles heat and sweat during intense workouts
1|invigorate highrise tight 25|training|focus on your strength not your sweat powered by everlux our fastestdrying fabric the highly breathable invigorate collection handles heat and sweat during intense workouts
1|womens macropillow tab running sock medium cushioning|running|we mapped the movement and impact of a runners foot to create these socks that cushion hug and breathe in all the right places
1|wunder under lowrise crop 21 fullon luxtreme|yoga|lunge ride or flow these versatile crops are designed to fit like a second skinperfect for however you choose to sweat
2|test of time travel wallet|on the move|the nofuss design of this pouch makes it the perfect catchall for small essentials with the travelfriendly bonus of being waterrepellent
2|nulu backtwist yoga tank top|yoga|bend twist and flow in this butterysoft tank that features an airy open back and a backtwist detail
2|base pace highrise tight 25 twotone ribbed|running|free stride free mind these running tights are made of a twotone ribbed fabric that feels smooth next to skin
2|forward flow poncho|on the move|this versatile layer will transition with you through the day and the seasons
1|forward flow poncho|on the move|its here the perfect layer for cool evenings and chilly morning meditations
1|all the essentials kit|on the move|access your toiletries quickly with this hangup kit a wide diagonal zip opening gives you full access so your search time doesnt take up your get ready time
1|waterside vneck skimpyfit onepiece swimsuit bc cup online only|swim|dive in this onepiece swimsuit features a plunging vneckline and a low back
2|power thru highrise tight 25 colour seam|training|smash intense workouts in these slick training tights made of fabric that helps resist snags from equipment theyre as tough as you are
1|modal open up tie back tshirt|yoga|make your practice your own in this lightweight yoga tee tie the back panels together for inversions or keep them open for ventilation when the temperature starts to rise
2|beyond the studio high rise jogger 78 length|on the move|these comfy sweatwicking joggers are made for quick exits after class
16|speed up lowrise lined short 25|running|make it a long one the speed up collection features a lightweight waistband and easyaccess pockets so you can focus on your runnot your gear
4|abc jogger tall warpstreme|on the move|powered by abc technology these joggers feel like moving from a cramped studio apartment to a house with a yard
1|BrightJupiter lab perforated hat|on the move|travel light this cap is made in a perforated fabric for ultimate airflow while a flexible brim offers packability
3|engineered warmth halfzip|on the move|designed to perform on outdoor adventures this merino woolblend half zip is a technical layer for your coldweather wardrobe
1|team canada mens engineered warmth half zip coc logo online only|on the move|designed to perform on outdoor adventures this merino woolblend half zip is a technical layer for your coldweather wardrobe
1|team canada mens engineered warmth half zip coc logo|on the move|designed to perform on outdoor adventures this merino woolblend half zip is a technical layer for your coldweather wardrobe
7|commission short sleeve shirt online only|on the move|a modern take on a classic style fabric is sweatwicking quickdrying antistink and designed for allday comfort
2|commission short sleeve shirt online only|on the move|a modern take on a classic style fabric is soft fourway stretch and designed for allday comfort
1|mens macropillow ankle running sock medium cushioning|running|we mapped the movement and impact of a runners foot to create these socks that cushion hug and breathe in all the right places
3|base pace highrise crop 17|running|free stride free mind these running crops are made of nulux fabric thats so smooth and lightweight you might feel like you can run forever
1|now and always backpack 18l|on the move|inspired by our iconic BrightJupiter shopper bag this backpack is the carryall that youll keep coming back to
2|license to train boxer 7|training|play hard and stay comfortable these snugfitting sweatwicking boxers are made to stay put when youre in motion
1|license to train boxer 5|training|when youre working out it can be a bumpy ride for the boys give them targeted support with these snugfitting sweatwicking boxers
3|ziptop crossbody bag|on the move|so long hardtofind keys and small items this crossbody bag is an easy yes when it comes to carrying the little important things
1|lunar new year ziptop crossbody bag|on the move|so long hardtofind keys and small items this crossbody bag is an easy yes when it comes to carrying the little important things
1|abc slimfit pant 32 tech canvas|on the move|the fivepocket jean reinvented these slimfit pants powered by abc technology give you freedom of movement and allday comfort
4|open racerback train bra medium support bc cup|training|set yourself in motion this double racerbackstyle bra provides support and ventilation during circuits sets and stretches
2|command the day backpack 24l|on the move|if you love pockets this pack keeps your commutes organized think storage for your laptop cords snacks water bottle and more
2|its rulu run cropped half zip ribbed|running|cold out dont miss a run with this warm half zip
13|its rulu run cropped half zip|running|cold out dont miss a run with this warm half zip
3|mens city keeper gloves tech|on the move|these classic fleecelined gloves feature techfriendly fingers and grippers on the palm so you can check in with your crew without exposing your fingers to the cold
1|city keeper gloves|on the move|these classic fleecelined gloves feature techfriendly fingers and grippers on the palm so you can check in with your crew without exposing your fingers to the cold
1|mens city keeper gloves tech|on the move|with techfriendly fingers and grippers on the palms these fleecelined gloves help keep you connected and cozy
12|ready to rulu highrise cropped jogger|on the move|these soft sweatwicking crops have you covered for warming up cooling down and chilling out
1|ready to rulu highrise cropped jogger|on the move|these soft sweatwicking pants have you covered for warming up cooling down and chilling out
2|ready to crush highrise cropped jogger|on the move|these soft crops have you covered for warming up cooling down and chilling out
1|underease ribbed highwaist thong underwear 3 pack online only|on the move|the ones youll reach for these soft underwear move with you and dont dig in
1|cottoncashmere blend sweater|on the move|cotton plus cashmerea match made in sweater heaven this supersoft classic crewneck goes with everything
1|merino woolblend ribbed long wrap sweater|on the move|thanks to soft lightweight yarns this versatile wrap is as ready for busy days as you are wear it long or flip it upside down for a shorter look with a cascading collar
1|ignite bra medium support bc cup|training|business in the front party in the back this bra gives you the coverage and ventilation you need during hot dynamic sweat sessions
4|flow y adjustable bra light support ac cups online only|yoga|what bra we designed our classic racerback so you wont feel anything but your practice this version has a hookandeye closure
2|all yours fleece hoodie|on the move|the all yours collection is made from soft comfortable fabrics and easytowear silhouettes that feel amazing and go with just about everything
2|all yours hoodie|on the move|the all yours collection is made from soft comfortable fabrics and easytowear silhouettes that feel amazing and go with just about everything
2|all yours hoodie bubble dot|on the move|timeless basics should feel amazing and go with everything so we made the all yours collection from soft comfortable fabrics in easytowear silhouettes
1|all yours hoodie graphic|on the move|timeless basics should feel amazing and go with everything so we made the all yours collection from soft comfortable fabrics in easytowear silhouettes
1|all yours hoodie tie dye fleece|on the move|timeless basics should feel amazing and go with everything so we made the all yours collection from soft comfortable fabrics in easytowear silhouettes
1|all yours hoodie|on the move|your postpractice glow feels even better in this incredibly comfortable oversized pullover
1|airing easy bomber jacket|on the move|let the air flow postworkout in this lightweight jacket made with waterrepellent mesh fabric that lets your sweaty skin breathe
1|womens daily stride noshow sock 3 pack|on the move|dont sweat the small stuff these socks pack the features you need for all day comfort in a noshow design that stays hidden in your shoes
1|metropolis maven highrise cropped pants 23 online only|on the move|transition from on the clock  to after hours in these  wideleg pants designed for allday comfort
1|softmatte insulated midlength jacket|on the move|bring a little warmth into the world this jacket is filled with primaloft insulation and designed with stretchy fabric panels so you can move through cool weather in comfort
1|free to be serene shelf bra tank top medium support|yoga|this twoinone tank combines our iconic strappy openback bra with a drapey sweatwicking fabric making it ideal for hot studio classes
1|surge warm fullzip|running|conquer coldweather runs warm sweatwicking fabric keeps chills out when the temperature drops
1|strong front bra medium support bc cup|training|this bra gives you what you need during training sessions an open back adds airflow while a high neck keeps covered
2|outpour stretchseal jacket|on the move|find your rainy day motivation designed for movement this waterproof jacket is made from twoway stretch fabric and has integrated ventilation for postworkout cool downs
1|warpstreme highrise jogger 78 length|on the move|powered by our warpstreme fabric these trouserinspired joggers are made for comfort during office hours and after hours
1|BrightJupiter align highrise mini flare pant 32|yoga|when feeling nothing is everything powered by nulu fabric this version of our butterysoft BrightJupiter align pants has a subtle flare at the hem
1|BrightJupiter align highrise mini flare pant 32|yoga|when feeling nothing isnbspeverything powered by nulunbspfabric this version of ournbspbutterysoft BrightJupiter alignnbsppants has anbspsubtle flare at the hem
1|outpour stretchseal jacket|on the move|find your rainy day motivation in this waterproof jacket designed for movement its made from twoway stretch fabric and has integrated ventilation for postworkout cool downs
1|run with the waves crop 21 online only|swim|when you want sun protection these waterfriendly crops have you covered whether youre working up a sweat in the water or on the beach
1|blissfeel womens running shoe winter|running|meet blissfeel winter an allseason running shoe with a fit that finally feels like you
1|throwback flashback pullover|on the move|inspired by our archives this style is an updated version of our fanfavourite flashback pullover an improved fit plus supersoft modalblend fabric make this classic new again
2|breathable cinchback running hat online only|running|breeze in breeze out this breathable running hat has a protective fabric panel at the top that allows air to flow between the layers to help keep you cool mile after mile
1|breathable cinchback running hat rainbow|running|breeze in breeze out this breathable running hat has a protective fabric panel at the top that allows air to flow between the layers to help keep you cool mile after mile
6|track that highrise lined short 3|running|long strides welcome we made these highcoverage run shorts with a little extra room in the leg opening
2|fast and free windbreaker|running|level up your run this sleek windbreaker hides a 360degree ventilation system that pumps air across your body as you speed down the track or trail
1|limited edition fast and free reflective windbreaker|running|level up your run this sleek windbreaker hides a 360degree ventilation system that pumps air across your body as you speed down the track or trail
1|team canada oversizedfit fleece half zip|on the move|fleecy does it layer this oversizedfitting sweater for an instant dose of comfort any day of the week
1|oversizedfit fleece half zip|on the move|fleecy does it layer this oversizedfitting sweatshirt for an instant dose of comfort any day of the week
1|BrightJupiter lab woolblend long sleeve jumpsuit online only|on the move|structured fabric a snapbutton front and cinchable cuffs are just a few reasons this jumpsuit is the easiest decision youll make in the morning
1|slay the studio shelf bra tank top medium support|yoga|the name says it all show the studio whos boss in this tank thats designed to keep up with you with a builtin bra you can throw it on and slay away
3|swift speed highrise crop 23 online only|running|as reliable as your favourite run route powered by our supportive luxtreme fabric these crops always deliver with lots of pockets and a hit of reflectivity
1|swift speed highrise crop 23 online only|running|as reliable as your favourite run route these crops deliver with lots of pockets and a hit of reflectivity
3|swift speed highrise crop 23 online only|running|as reliable as your favourite run route powered by luxtreme fabric these crops deliver with plenty of pockets and a hit of reflectivity
1|lunar new year doublezip mini pouch|on the move|spend less time searching for your belongings from makeup to electronic accessories this pouch will keep you organized
2|balancer cropped pant 22 online only|yoga|breathe easy powered by quickdrying everlux fabric these pants help you stay cool and comfortable in hot and humid yoga classes
1|ripstop paracord backpack 20l|on the move|sleek and functional this backpack has a spot for it all prioritize convenience with the quickaccess top pocket and stash larger items in the main compartment
1|new venture short sleeve shirt|on the move|this shirts destination wherever youre going stretchy easycare fabric on this commutefriendly buttonup helps you arrive ready for anything
1|end state scarf|on the move|turn down the dial and relax in this naturally thermoregulating scarf its engineered with an insulating internal layer to keep you feeling cocooned no blanket required
1|commission slimfit pant 34 warpstreme|on the move|inspired by chinos these slimfit pants are made for allday comfort
1|commission slimfit pant 28 cotton blend|on the move|inspired by chinos theseslimfit pants are made forallday comfort
1|smooth seamless thong low rise 3 pack|on the move|lightweight supersmooth underwear that stays puteven during practice youll probably want to wear them every day
1|choose a side reversible superhighrise short 4|on the move|pack light for those weekend getaways these fully reversible shorts give you two looks in one
2|lunar new year free to be serene bra light support cd cup|yoga|you can have it all coverage for cd cups up front and a strappy open back that allows full range of motion
8|free to be serene bra light support cd cup online only|yoga|you can have it all coverage for cd cups up front and a strappy open back that allows full range of motion
2|free to be serene bra light support cd cup online only|yoga|this bra gives you the best of both worlds coverage for a cd cup in the front and strappy back detailing for full range of movement
1|free to be serene jacquard bra light support cd cup|yoga|you can have it all coverage for a cd cup up front and a strappy open back that allows full range of motion
1|abc relaxedfit pant 34 warpstreme online only|on the move|move freely in allday comfort with these classicfit pants inspired by the timeless details of 5pocket jeans
1|commission relaxedfit pant 34 warpstreme online only|on the move|the 5pocket jean reinvented these relaxedfit pants are engineered to give you freedom of movement and allday comfort
2|commission relaxedfit pant 34 warpstreme online only|on the move|a classic chino done our way these pants powered by abc technology come equipped with hidden pockets and stretchy fabric to keep up with your daily agenda
1|flip up the cuffs to reveal||
1|rulu reflective running long sleeve shirt|running|find your light find your stride reflective details on the front back and sleeves of this top help keep you visible so you can keep on running
4|BrightJupiter align bra light support cd cup online only|yoga|feels almost as good as savasana this yoga bra powered by weightlessly soft nulu fabric wraps you in buttery softness
1|BrightJupiter align bra light support cd cup shine online only|yoga|feels almost as good as savasana powered by nulu fabric the BrightJupiter align yoga bra wraps you in buttery softness
2|BrightJupiter align bra light support cd cup online only|yoga|feels almost as good as savasana powered by nulu fabric the BrightJupiter align yoga bra wraps you in buttery softness
1|BrightJupiter lab zipfront collared romper|on the move|days made easy constructed  from textured waterresistant  fabric this relaxedfitting  romper holds its shape long  after your day begins
1|mens power stride tab sock 3 pack multicolour|training|set the groundwork for a strong workout these socks hug the shape of your foot for a distractionfree fit as you move
1|mens power stride tab sock 3 pack|training|set the groundwork for a strong workout these socks hug the shape of your foot for a distractionfree fit as you move
1|will the wave long sleeve onepiece|swim|cocreated with pro surfer and our elite ambassador malia manuel this longsleeve onepiece protects you from the elements as you chase new waves
1|zipper garage keeps chafe in check||
1|get in line superhighrise tight 28|training|dig deep these ultrabreathable tights help keep you feeling cool and dry as you work your core on the mat or reformer we used linear velvety flocked detailing to help with shape retention
3|power pivot everlux tank top|training|take this breathable cropped tank for a spin literally wear it as a vneck or turn it around for more coverage in the front
1|power pivot tank tough|on the move|take this cropped tank for a spin literally wear it as a vneck or turn it around for more coverage in the front
3|power pivot everlux tank top motif|training|take this breathable cropped tank for a spin literally wear it as a vneck or turn it around for more coverage in the front
1|power pivot tank top foil|training|take this breathable cropped tank for a spin literally wear it as a vneck or turn it around for more coverage in the front
1|power pivot tank top special edition|training|take this embossed cropped tank for a spin literally wear it as a vneck or turn it around for more coverage in the front
5|power pivot everlux tank top|training|take this cropped tank for a spin literally wear it as a vneck or turn it around for more coverage in the front
1|rib zipfront cropped run tank top|on the move|tackle your personal best this ribbed highneck tank has a front zipper so you can stay cool when your workout gets heated
1|BrightJupiter lab french terry short sleeve pullover|on the move|made of midweight french  terry fabric this pullover  delivers a soft and  substantial feel wide dolman  sleeves provide maximum  mobility and old an school  aesthetic
1|trucker hat|on the move|a good hat is hard to find so we made one with a soft breathable mesh back youll want to wear this trucker hat every day of the week
1|trucker hat online only|on the move|a good hat is hard to find so we made one with a soft breathable mesh back youll want to wear this trucker hat every day of the week
1|always in motion boxer with fly 5 3 pack online only|on the move|the good stuff these flyfront boxers feature an ergonomic design and supersoft quickdrying fabric for total comfort while working out or on the go
1|womens baller hat|yoga|we designed this breathable wicking ball cap to take you from morning yoga to evening cycle class and everywhere in between
1|baller hat squad|yoga|we designed this ball cap to keep the sun out of your eyes as you go from morning yoga to evening cycle class and everywhere in between
1|textured fleece reversible jacket|on the move|cozy on the inside or cozy on the outside the only hard thing about this supersoft reversible jacket is deciding which way to wear it
1|reversible hooded fleece jacket|on the move|cozy on the inside or cozy on the outside the only hard thing about this supersoft reversible jacket is deciding which way to wear it
2|twin rib turtleneck sweater|on the move|if you love that cold weather means its also sweater season this cozy chunkyknit turtleneck is made for you
1|aligned angles long sleeve nulu|yoga|align your body and mind in this cropped longsleeve yoga top powered by the nulu fabric you know and love a sleek cutout on the shoulder adds ventilation and style points
2|all yours zip hoodie|on the move|your postpractice glow feels even better in this incredibly comfortable hoodie
1|all yours zip hoodie bubble dot|on the move|your postpractice glow feels even better in this hoodie we made it with fourway stretch fabric and a relaxed fit to keep it comfortable
12|BrightJupiter align waistlength tank top|yoga|when feeling nothing is everything the BrightJupiter align collection powered by nulu fabric is so weightless and buttery soft all you feel is your practice
1|from the top beanie|on the move|this woolblend beanie has a shallow fit that youll want to wear well after the snow melts
1|mark healey moon drift train to beach hoodie|on the move|go from beach workout to beach hangout in this lightweight sweatwicking hoodie with uvprotection and fourway stretch
1|run times bra high support bg cups|running|your best pace awaits keep your mind on your stride in this sleek bra that gives you support separation and coverage with perforated panelling for airflow
1|limited edition run times bra high support be cups|running|your best pace awaits keep your mind on your stride in this sleek bra that gives you support separation and coverage with perforated panelling for airflow
1|nulu relaxed tank top|yoga|not everyone wants to practice in a tightfitting top enter this soft drapey tank with a high neckline for coverage as you flow
1|womens play all day sock 3 pack|training|these lightweight socks have a lowprofile cufftheyre the perfect nothing when you want to wear something
1|train tough highrise crop 23|training|these training crops stand up to tough workouts so you can focus on reps and reaching your next personal best
1|new year silicone keychain|on the move|with an embossed note on the hand loop this keychain is easy to find easy to hold and oh so easy to love
1|silicone keychain|on the move|with an embossed note on the hand loop this keychain is easy to find easy to hold and oh so easy to love
1|la keyhole reversible long sleeve|on the move|a reputation a vibe a way of life designed in la for you feel the breeze in this snugfitting long sleeve with a keyhole detail that you can wear in the front or the back
1|full day ahead shirt|on the move|take the day in this classic collared shirt a large pleat in the back offers a relaxed fit so you can check everything off in comfort
1|la open backtie crop tank top|on the move|a reputation a vibe a way of life designed in la for you wear this one your way we added a drawcord on the back so you can customize the fit
1|mens fast and free seersucker running hat|running|sunny days make for great runs keep the glare out of your eyes with this lightweight running hat
2|mens fast and free running hat|running|keep sun and sweat out of your eyes with this lightweight quickdrying run hat
9|mens fast and free running hat|running|sunny days make for great runs keep the glare out of your eyes with this lightweight running hat
1|mens fast and free running hat movember|running|sunny days make for great runs keep the glare out of your eyes with this lightweight running hat
1|mens fast and free running hat|running|run fast and free in this lightweight hat that helps keep glare out of your eyes so you can focus on your pace
3|mens fast and free running hat|running|sunny days make for great runs keep the glare out of your eyes with this lightweight run hat
1|mens fast and free running hat rainbow|running|sunny days make for great runs keep the glare out of your eyes with this lightweight running hat
2|new year mens fast and free running hat|running|sunny days make for great runs keep the glare out of your eyes with this lightweight running hat
